iter	RMSE
385	1676.202548
386	1675.336565
387	1674.738934
388	1674.424756
389	1673.715363
390	1672.676421
391	1672.144656
392	1671.066566
393	1669.621994
394	1669.178349
395	1667.866893
396	1667.455197
397	1666.03066
398	1665.064652
399	1664.629582
400	1664.133384
401	1663.572357
402	1662.398606
403	1661.585568
404	1660.619701
405	1660.068837
406	1659.361167
407	1658.932955
408	1657.722118
409	1656.757415
410	1656.289962
411	1654.585283
412	1653.893446
413	1653.71249
414	1653.225009
415	1652.842688
416	1651.590281
417	1650.562644
418	1649.832655
419	1649.116776
420	1648.348365
421	1647.472328
422	1646.551474
423	1646.175577
424	1645.990039
425	1645.318653
426	1644.337614
427	1643.644972
428	1642.498927
429	1641.792411
430	1641.243734
431	1640.784969
432	1640.451549
433	1639.989513
434	1639.556753
435	1638.455499
436	1638.227053
437	1638.082589
438	1637.4089
439	1636.610199
440	1634.572366
441	1633.963927
442	1632.309942
443	1632.064527
444	1631.731489
445	1631.131987
446	1630.291661
447	1629.925945
448	1629.310103
449	1628.648156
450	1628.11389
451	1627.55594
452	1626.336885
453	1625.963836
454	1624.877956
455	1624.588144
456	1624.018643
457	1623.046441
458	1622.76438
459	1622.483386
460	1621.545858
461	1620.376201
462	1619.694762
463	1619.185099
464	1618.546908
465	1616.911008
466	1616.214327
467	1615.252161
468	1614.242405
469	1613.82494
470	1613.250621
471	1612.601875
472	1611.975426
473	1611.752509
474	1610.751155
475	1610.218558
476	1609.365881
477	1608.388259
478	1608.072149
479	1607.343381
480	1606.291475
481	1605.727398
482	1604.962026
483	1604.303263
484	1603.850996
485	1602.85676
486	1602.484745
487	1601.744896
488	1601.099734
489	1600.804078
490	1600.310284
491	1599.373461
492	1598.411837
493	1597.956585
494	1597.678114
495	1597.338664
496	1595.887685
497	1595.405239
498	1595.002876
499	1593.940229
500	1592.397896
501	1590.73707
502	1590.205369
503	1589.858853
504	1589.597795
505	1587.993254
506	1587.0206
507	1586.053983
508	1585.292222
509	1585.036893
510	1584.685071
511	1584.311951
512	1583.787622
513	1582.995263
514	1582.188621
515	1581.264827
516	1580.814399
517	1579.827324
518	1579.455025
519	1578.382804
520	1577.463003
521	1577.222268
522	1576.900482
523	1576.519485
524	1576.04772
525	1575.670635
526	1575.416116
527	1575.008526
528	1574.561597
529	1573.961065
530	1573.468049
531	1573.043986
532	1572.298327
533	1572.007833
534	1571.618462
535	1570.991335
536	1570.403422
537	1569.782508
538	1569.409067
539	1568.650846
540	1567.806578
541	1566.605344
542	1565.637851
543	1564.966037
544	1564.456438
545	1564.057922
546	1563.832539
547	1563.312051
548	1563.027453
549	1562.59025
550	1562.055717
551	1561.663164
552	1560.116515
553	1559.521108
554	1558.44897
555	1557.702813
556	1556.893908
557	1556.048323
558	1555.651275
559	1554.456965
560	1553.054151
561	1552.301937
562	1551.906226
563	1551.266409
564	1550.920891
565	1549.929382
566	1549.062614
567	1548.641213
568	1548.464965
569	1548.102362
570	1547.294154
571	1546.8654
572	1546.517679
573	1545.991715
574	1545.309256
575	1544.955084
576	1544.572581
577	1543.84606
578	1543.034407
579	1542.503826
580	1541.519786
581	1540.230858
582	1539.71576
583	1539.437179
584	1538.895276
585	1538.551446
586	1538.049292
587	1537.44146
588	1536.959249
589	1536.688891
590	1536.0655
591	1535.536105
592	1534.704223
593	1534.302087
594	1533.572506
595	1533.153723
596	1532.915033
597	1532.698239
598	1531.601191
599	1531.382461
600	1530.799297
601	1529.993373
602	1529.758412
603	1529.334809
604	1528.999404
605	1528.516153
606	1528.416371
607	1528.16345
608	1527.521635
609	1526.884855
610	1526.482262
611	1526.190686
612	1525.632101
613	1525.084821
614	1524.380823
615	1523.571689
616	1522.957264
617	1522.321735
618	1521.367675
619	1521.030907
620	1520.843109
621	1520.422619
622	1520.14649
623	1519.815815
624	1518.639458
625	1517.877389
626	1517.439532
627	1516.821165
628	1516.078359
629	1515.466675
630	1514.744043
631	1513.801176
632	1513.084102
633	1512.106697
634	1511.2992
635	1510.764336
636	1509.842692
637	1509.413642
638	1508.763373
639	1508.387123
640	1507.773737
641	1507.433829
642	1506.896644
643	1506.251577
644	1505.9359
645	1505.409645
646	1504.88264
647	1504.676208
648	1503.933256
649	1503.571472
650	1503.401947
651	1502.84194
652	1502.502611
653	1501.451854
654	1501.123917
655	1500.399842
656	1499.52505
657	1499.102397
658	1498.621488
659	1498.414508
660	1497.944774
661	1497.24189
662	1496.860389
663	1496.3963
664	1496.201957
665	1495.643984
666	1495.350633
667	1494.703012
668	1494.080114
669	1493.518225
670	1492.433033
671	1491.782249
672	1491.502944
673	1490.864059
674	1489.975528
675	1489.404359
676	1488.979014
677	1488.557351
678	1487.408253
679	1487.085158
680	1486.806821
681	1486.336172
682	1486.016723
683	1484.973031
684	1484.880639
685	1484.328676
686	1483.659874
687	1483.035254
688	1482.737588
689	1482.343929
690	1481.93991
691	1481.298679
692	1480.929343
693	1480.315166
694	1479.74921
695	1479.565538
696	1479.252266
697	1478.774959
698	1478.47938
699	1477.675111
700	1477.513825
701	1476.846531
702	1476.193428
703	1475.055568
704	1474.716996
705	1474.359156
706	1474.015482
707	1473.094381
708	1472.726648
709	1472.484718
710	1472.19848
711	1471.38913
712	1470.746093
713	1470.30873
714	1469.895348
715	1469.597374
716	1469.314502
717	1468.955959
718	1468.424748
719	1468.265491
720	1468.07261
721	1467.584398
722	1466.919297
723	1466.351433
724	1465.969227
725	1465.319209
726	1464.57796
727	1464.020095
728	1463.643617
729	1463.192228
730	1462.407482
731	1462.070066
732	1461.652925
733	1461.026645
734	1460.818226
735	1460.503928
736	1460.102932
737	1459.735595
738	1458.898478
739	1458.596791
740	1457.768054
741	1457.577675
742	1457.004643
743	1456.444646
744	1456.067916
745	1455.875707
746	1455.314348
747	1454.776742
748	1453.789598
749	1453.502989
750	1453.171572
751	1452.571052
752	1452.492053
753	1452.098734
754	1451.566879
755	1451.299371
756	1451.03781
757	1450.694204
758	1450.384282
759	1449.976687
760	1449.580979
761	1449.204604
762	1448.866502
763	1448.305796
764	1448.098366
765	1447.560069
766	1447.360607
767	1447.158137
768	1446.408928
769	1445.968763
770	1445.634603
771	1445.050435
772	1444.511307
773	1444.373406
774	1443.628148
775	1443.36431
776	1443.151319
777	1442.857356
778	1441.890716
779	1441.399875
780	1441.037644
781	1440.48667
782	1440.167801
783	1439.569844
784	1439.305016
785	1438.802683
786	1438.506419
787	1438.195722
788	1437.520879
789	1437.322222
790	1436.848398
791	1436.487879
792	1435.883739
793	1435.15759
794	1434.622177
795	1433.975049
796	1433.378231
797	1432.940917
798	1432.723593
799	1432.348161
800	1431.985885
801	1431.586791
802	1431.325417
803	1431.062812
804	1430.697685
805	1430.141994
806	1429.91046
807	1429.461608
808	1429.17508
809	1428.798874
810	1428.572844
811	1428.317147
812	1427.873465
813	1427.48788
814	1426.898223
815	1426.546643
816	1426.335366
817	1425.708668
818	1425.325801
819	1425.02592
820	1424.220608
821	1423.804677
822	1423.569983
823	1423.177849
824	1422.26749
825	1422.078577
826	1421.56553
827	1421.38898
828	1420.980866
829	1420.623306
830	1420.220265
831	1419.984052
832	1419.138694
833	1418.904531
834	1418.403667
835	1418.057615
836	1417.77743
837	1417.678177
838	1417.224393
839	1417.010937
840	1416.845011
841	1416.766025
842	1416.187559
843	1415.752943
844	1415.690879
845	1415.393818
846	1415.009616
847	1414.84367
848	1414.5949
849	1414.256279
850	1413.743458
851	1413.487375
852	1413.159036
853	1412.317209
854	1411.792135
855	1411.467741
856	1411.175415
857	1410.873821
858	1410.415903
859	1410.002068
860	1409.656858
861	1409.522056
862	1409.335352
863	1408.457819
864	1408.048399
865	1407.851768
866	1407.387239
867	1406.788835
868	1406.567991
869	1406.338263
870	1406.133181
871	1405.286043
872	1404.861468
873	1404.610872
874	1404.194807
875	1403.791274
876	1403.150421
877	1402.840206
878	1402.248179
879	1401.908072
880	1401.575778
881	1401.113687
882	1400.892377
883	1400.447954
884	1399.934422
885	1399.631412
886	1399.253255
887	1398.861626
888	1398.261381
889	1398.014693
890	1397.434949
891	1397.2235
892	1396.927141
893	1396.486516
894	1396.238257
895	1396.026158
896	1395.868379
897	1395.587456
898	1394.997546
899	1394.804668
900	1394.44472
901	1394.16917
902	1393.618909
903	1393.031162
904	1392.760853
905	1392.629411
906	1392.13978
907	1391.491881
908	1391.335495
909	1390.929735
910	1390.171742
911	1390.11861
912	1389.854633
913	1389.715244
914	1389.45859
915	1389.279992
916	1388.897287
917	1388.814466
918	1388.613915
919	1388.084443
920	1387.729612
921	1387.505
922	1386.921642
923	1386.360239
924	1385.726097
925	1385.414248
926	1385.219981
927	1384.998493
928	1384.55085
929	1384.216148
930	1383.945057
931	1383.555133
932	1383.291176
933	1383.130752
934	1382.550126
935	1382.12843
936	1381.533473
937	1381.339213
938	1380.881575
939	1380.677124
940	1380.322807
941	1380.158275
942	1379.956985
943	1379.748864
944	1379.617913
945	1379.037409
946	1378.506764
947	1377.927152
948	1377.577585
949	1377.283983
950	1377.122617
951	1376.829426
952	1376.449939
953	1376.184147
954	1375.846302
955	1375.537192
956	1375.091418
957	1374.538226
958	1374.288462
959	1374.159267
960	1373.792946
961	1373.367111
962	1372.932011
963	1372.772045
964	1372.372312
965	1372.046386
966	1371.65025
967	1371.16724
968	1370.842598
969	1370.501004
970	1370.067631
971	1369.700223
972	1369.500857
973	1368.989701
974	1368.441137
975	1367.953478
976	1367.721127
977	1367.466046
978	1366.871248
979	1366.368681
980	1366.057167
981	1365.709387
982	1365.444461
983	1365.061107
984	1364.550952
985	1364.108048
986	1363.917324
987	1363.603212
988	1363.321928
989	1363.174683
990	1362.854137
991	1362.526521
992	1362.393298
993	1361.817214
994	1361.633425
995	1361.407249
996	1361.008971
997	1360.789118
998	1360.352836
999	1359.958848
